bullying_words,type_bully
Really? That's your take away from that crazy ass quote? Really?,non-bully
kick ass!,non-bully
Perhaps I will send you a link to one of my "fat" pictures so you can see what I used to look like. HORROR,non-bully
You? Fat? Never! And you might not be my fangirl anymore after you see mine. Kirstie Alley = Me,non-bully
Awww  thanks. &lt;3 You're pretty damn cute yourself!,non-bully
I'm gonna kill it. I hate how it looks like its going through but actually doesnt,non-bully
Yeah I was following that. That sucks :( Any night with a Dane Cook movie sucks either way though.,non-bully
sigh i just got done yappin to calvin and looking at baby pictures. he's still sexy as FUCK!,non-bully
me too lets start with our favorites... FUCK!,non-bully
: I totally relate; Love the stuff- hate the process- Personal shoppers or online stores...way to go,non-bully
- damn! I almost bought those!,non-bully
Yep the syncing is my biggest worry. And no control over the markup sucks. And not good for code snippets. Much to like though.,non-bully
Hang around Carlos Whittaker some...he'll help you with the hate.  :-),non-bully
You are a marketing freak...I need to hire you as a consultant.  :-),non-bully
5non-bully6 was damn funny. Although if it's a redirection it should be in the 3non-bullynon-bullys.  :P,non-bully
Hope you feel better  back pain sucks. Get one of those heated massage cushions for temp relief.,non-bully
BTW  that sucks.,non-bully
Great photos of the reception! Looked like fun  sorry we missed it. Damn Snowmageddon. :(,non-bully
T'was totally worth missing #hohoto to nerd up the holidays with you. :),non-bully
Damn. How much damage to new truck? Luckily I've only hit one  and that was bully2 years ago. I grew up in state with 3 deer per person.,non-bully
Wow! That sucks. I wonder why?,non-bully
Initial rkn was there's also fat and maybe a smidge of protein  but then I realized you were talking about _that_ Milky Way.,non-bully
Just spent the day doing the same. Feels good and I am ready to kick some ass this year.,non-bully
Probably...but where I was today ran *both* a paper and online system - "online system sucks" was the comment,non-bully
I  hate mad friday. Oncers getting their single night out a year  not knowing how to behave.,non-bully
lol. understandable. it is a refined taste  and I'd hate to get you accustomed to that lifestyle. :) To each his own.,non-bully
If only I were a #Jews then you would have cause to hate me even more. This is a war against barbarians in #gaza Typical response.,non-bully
Damn you  for making me watch Brian Regan clips for my entire lunch break,non-bully
that sucks that the tweetup is at 3 and only for Jews - we were gonna see it early tomorrow :),non-bully
the 8-core whore? How does that work? I mean  if there are 8 cores  do you need 8 sticks of ram  or what do you need?,non-bully
It makes me itchy sometimes. I have a love-hate with the website.,non-bully
oh well yeah I knew that..that sucks though,non-bully
 yeah.. that sucks though. How about donna? she have salad dressing at her house?,non-bully
im not saying that i hate you or anything  i'm maybe just a tad... whats the word im looking for... hmm  jealous? Congrats! :),non-bully
Just you wait  bitch!  You'll see.  There will be DOZENS and put together they'll ALMOST match ONE of yours time-wise!,non-bully
I don't hate DMing  although the DM's could perhaps have a longer character limit.,non-bully
or better yet  when you wake up early the next day phone them back and wake em up. Payback is a bitch ;),non-bully
Damn you!,non-bully
Twitter whore sweet! We could always talk on IRC but ummm this seems to be the hip happening thing these days!,non-bully
Damn  why don't these people tell me what is going on?!?!?!?!? :P,non-bully
HAPPY FUCKING BIRTHDAY YA PONGO! :),non-bully
so mya's CD sucks? that's too bad. maybe the japanese will be more forgiving?,non-bully
yes sir. no hate to anybody but the cowboys...lol @djbigdaddy  you cool regardless of your team,non-bully
hahaha thats my nickname when i piss people off and boyyyyyyy do i piss people off! haha,non-bully
yeah dude the default theme for WP sucks to decode and use for anything.. hence my never ending search for a plain GOOD coded theme,non-bully
 that would totally get me all the fat chicks I could handle! Rock that at a Weight Watchers meeting!?!?!  Good times to ensue!,non-bully
for one  they aren't a "mac" company any more  by any means. And for another  January sucks for major,non-bully
ohhh duh! i think i knew that. think you've mentioned it before. my memory sucks. lol,non-bully
cos starlets are about 5'non-bully"? damn character count lol,non-bully
Great post  London totally kicks ass for start-ups. Loving all the UK twiterers defending @paulcarr's great post!,non-bully
thats so gay :-P,non-bully
Don't be teased.. Just get your ass over here and it'll solve the problem!,non-bully
Im in the same boat....I need to get my legs into shape.  I hate squeezing into my jeans,non-bully
bully) Find a way to shrink my big ass 2) Do something really great next year? Write a book or ?? 3) Spend more time with family..,non-bully
I can never get the balance right.  Cheyenne  Frank's and butter.  It's either too weak or too god damn spicy and bitter,non-bully
Fucking awesome!,non-bully
Let me know if you get any takers. Mine is nasty  too. We're talking three years of pop tarts up in this bitch.,non-bully
I still haven't caught up with Freak Angels,non-bully
*Chrysler closed for a month* Yes I know  that means hubby will be home all day. Every day. Damn this recession! ;-),non-bully
I had ONE "tropical mai tai" yesterday. If I hadn't have already been sitting  it would have knocked me on my ass.,non-bully
I hate to strike the "print is dead" gong but it seems like more than an attitude adjustment may be required.,non-bully
I think loving the Sound of Music makes you a nerd  not a geek. It's a big club. I heart that movie.,non-bully
I want to say Duh (in an I vehemently AGREE way; I hate that blatant noise/disrespect). So  Duh ;-),non-bully
delish! making homemade spinach ravioli if I ever get my ass out of bed.,non-bully
I hate you for not being at work today.  Can't we play electronic catchphrase on FB or something?,non-bully
That sucks. Haha. :D,non-bully
Work sucks  but christmas can be fun. -holiday hugs-,non-bully
LOL...Well if they don't deliver to me I'll send you a message to tell them to send my damn pizza..lol,non-bully
Goodness I hate talkin to those that act stupid especially when u no they're not. What we do to ''make a dunut'' huh?,non-bully
God I hate that movie.,non-bully
nooooooooooooooo! sucks! is it cold where you are?,non-bully
I meant one particular gift. Damn bully4non-bully. I got deluged with stuff this year.,non-bully
The acoustic is a $bullynon-bullynon-bully Yamaha; I also have a Squier Fat Telecaster getting dusty in my basement. I'm not hardcore at all.,non-bully
Tony Romo sucks  that's what. So disappointed in that guy lately. Just horrible... the only offense they have is Choice! (ex-OU),non-bully
early aftenoon- 2 pm - off to the market for fresh fruit then stops along the shore for whale watching and caching on way back,non-bully
I don't really like either version  but my iTunes is trying to whore it out. What a pimp.,non-bully
Way cool! Thanks for posting this. I'm a super Christmas light freak. Neighbors are lucky I can't afford to go nuts...,non-bully
Poor dear! Stay hydrated  fix some chicken soup  and nap as much as you can. Hate office hand-me-downs. sigh (((Hugs))),non-bully
Egads! So sorry to hear that 2non-bullynon-bully8 is going out with a snarl. Glad it's warranty. Water feature in roof sucks.,non-bully
I hate that...so many times I've accidentally sent ppl messages with duck instead of fuck in them!!!,non-bully
why is there cat piss in here??,non-bully
no I hate Christmas so that's not it,non-bully
damn that sucks lol.,non-bully
My ex is a moron.I hate him he's an idiot I should punch him everytime we meet..still..I care about him  dunno why -.-,non-bully
Damn  sorry you came here to vent and had to left even more pissed.You had every right to.hope you'll relax some.'night,non-bully
WOW! Really?! Damn I wish I had the ingredients for one in house. Was *just* thinking today would be a good day for a bloody too,non-bully
Summa Cum Laude.  I am so impressed.  I'm sure I don't know what those words mean other than "smart. "  Congrats!,non-bully
tee hee! I consider the added fat 2B "personal insulation" - it gets dern cold here in WI.  ;),non-bully
a tech was here 6 hours ago. I love your work but I hate having to use you to get things done right. Will email soon. Thanks!,non-bully
I've been called a social media guru before. not by myself. same person also called me social media nerd.,non-bully
will? they're already out  nerd. they hold 6gb of ram too.. woo.,non-bully
I know...just get a damn blanket or put some socks on! im sayin!,non-bully
just terri and bwahahaha not a saint in the least...except for all those damn immaculate conceptions i had...MIRACLES i tell ya!!,non-bully
wow  8 years? Damn. What about watching tv with another person? I think we need to re-think our set-up. idea of TV needs to change.,non-bully
omg  really??? what is it? will it be okay? Antibiotics can help? OMG  it was from that damn Neti Pot spill the other day! LOL,non-bully
I don't like social karma  much. Would rather skip it  but can't afford to piss my friend off any more :),non-bully
who cares about normal people? Normality sucks.,non-bully
...And as a z-lister  I am gloriously unaffected by FriendFeed's downtime. Sucks to be Scoble though. ;),non-bully
@KillaHills "Diva's" don't dance all they do is bitch......lol. Now that was wrong and funny all in one.,non-bully
DAMN YOU FOR CATCHING UP! I must ding 28 before you get back.,non-bully
I hate that,non-bully
Dead Like Me  isn't that the one where that girl dies and then chills with other dead people but she's still alive?  It sucks.,non-bully
damn that sucks! we've had our primary data center loose power for 2 seconds. Thats long enough to take down our VM Cluster,non-bully
damn!  6non-bullynon-bully people in the Dutch VMug.  I've never been to one with over 7non-bully people.,non-bully
oh yeah.. that is super weird.. But i will trade my ass off ;non-bully,non-bully
